shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
N30057,43.38652420,-1.65980303,280100,23.341000
N30057,43.38652420,-1.65985703,280101,23.344999
N30057,43.38650513,-1.65992606,280102,23.351000
N30057,43.38648224,-1.66000199,280103,23.358000
N30057,43.38645935,-1.66007698,280104,23.364000
N30057,43.38637543,-1.66011703,280105,23.374001
N30057,43.38615799,-1.66021895,290002,23.400000
N30057,43.38613129,-1.66033697,290003,23.410000
N30057,43.38609695,-1.66051698,290004,23.424999
N30057,43.38608932,-1.66060305,290005,23.431999
N30057,43.38608932,-1.66073895,290006,23.443001
N30057,43.38608551,-1.66088903,290007,23.455000
N30057,43.38608551,-1.66097605,290008,23.462000
N30057,43.38611603,-1.66111398,290009,23.474001
N30057,43.38612366,-1.66125596,290010,23.485001
N30057,43.38613510,-1.66150999,290011,23.506001
N30057,43.38613892,-1.66170299,290012,23.521999
N30057,43.38616943,-1.66172695,290013,23.525999
N30057,43.38618469,-1.66174304,290014,23.528000
N30057,43.38620377,-1.66176605,290015,23.531000
N30057,43.38622665,-1.66180301,290016,23.535000
N30057,43.38624573,-1.66185904,290017,23.540001
N30057,43.38625336,-1.66192603,290018,23.545000
N30057,43.38625336,-1.66194999,290019,23.547001
N30057,43.38624954,-1.66198301,290020,23.549999
N30057,43.38622284,-1.66207302,290021,23.558001
N30057,43.38618851,-1.66211998,290022,23.563000
N30057,43.38613510,-1.66216099,290023,23.570000
N30057,43.38611984,-1.66217005,290024,23.572001
N30057,43.38610077,-1.66217697,290025,23.573999
N30057,43.38606262,-1.66217601,290026,23.577999
N30057,43.38600922,-1.66216004,290027,23.584000
N30057,43.38588715,-1.66219199,290028,23.598000
N30057,43.38582993,-1.66222703,290029,23.605000
N30057,43.38574982,-1.66228402,290030,23.615000
N30057,43.38570023,-1.66234505,290031,23.622999
N30057,43.38565445,-1.66241801,290032,23.629999
N30057,43.38563538,-1.66245902,290033,23.634001
N30057,43.38561249,-1.66250706,290034,23.639000
N30057,43.38558960,-1.66255295,290035,23.643000
N30057,43.38557053,-1.66260505,290036,23.648001
N30057,43.38555145,-1.66267002,290037,23.653999
N30057,43.38552856,-1.66270995,290038,23.658001
N30057,43.38550186,-1.66273403,290039,23.662001
N30057,43.38549423,-1.66275203,290040,23.663000
N30057,43.38545227,-1.66285503,290041,23.673000
N30057,43.38529968,-1.66322803,290042,23.707001
N30057,43.38523483,-1.66337705,290043,23.721001
N30057,43.38521957,-1.66340995,290044,23.725000
N30057,43.38516617,-1.66353595,290045,23.736000
N30057,43.38515472,-1.66356003,290046,23.739000
N30057,43.38513565,-1.66359901,290047,23.742001
N30057,43.38511276,-1.66365695,290048,23.747999
N30057,43.38508224,-1.66372502,290049,23.754000
N30057,43.38502121,-1.66385806,290050,23.767000
N30057,43.38498688,-1.66393304,290051,23.774000
N30057,43.38495255,-1.66401005,290052,23.782000
N30057,43.38483810,-1.66426694,290053,23.806000
N30057,43.38481140,-1.66432703,290054,23.812000
N30057,43.38474274,-1.66445994,290055,23.825001
N30057,43.38465118,-1.66464496,290056,23.843000
N30057,43.38451385,-1.66494405,290057,23.872000
N30057,43.38437653,-1.66524696,290058,23.900999
N30057,43.38426590,-1.66548204,290059,23.923000
N30057,43.38420868,-1.66560996,290060,23.936001
N30057,43.38410187,-1.66580296,290061,23.955000
N30057,43.38403320,-1.66591597,290062,23.966999
N30057,43.38398743,-1.66598296,290063,23.975000
N30057,43.38392258,-1.66606700,290064,23.985001
N30057,43.38382339,-1.66617596,290065,23.999001
N30057,43.38373184,-1.66627097,290066,24.011000
N30057,43.38362885,-1.66636705,290067,24.025000
N30057,43.38354111,-1.66643596,290068,24.035999
N30057,43.38334274,-1.66659105,290069,24.062000
N30057,43.38317490,-1.66671705,290070,24.083000
N30057,43.38302612,-1.66683197,290071,24.101999
N30057,43.38294983,-1.66689098,290072,24.112000
N30057,43.38284683,-1.66697097,290073,24.125000
N30057,43.38271713,-1.66706598,290074,24.141001
N30057,43.38253021,-1.66719103,290075,24.165001
N30057,43.38237762,-1.66728795,290076,24.183001
N30057,43.38231277,-1.66735995,290077,24.191999
N30057,43.38221359,-1.66741800,290078,24.204000
N30057,43.38207626,-1.66748905,290079,24.221001
N30057,43.38172150,-1.66770101,290080,24.264000
N30057,43.38164902,-1.66773403,290081,24.271999
N30057,43.38157654,-1.66774595,290082,24.280001
N30057,43.38151169,-1.66778803,290083,24.288000
N30057,43.38149261,-1.66779804,300002,24.291000
N30057,43.38138962,-1.66786301,300003,24.302999
N30057,43.38128662,-1.66794503,300004,24.316999
N30057,43.38114166,-1.66805303,300005,24.334999
N30057,43.38102722,-1.66814399,300006,24.350000
N30057,43.38082504,-1.66831100,300007,24.375999
N30057,43.38072586,-1.66840005,300008,24.389000
N30057,43.38039780,-1.66868603,300009,24.431999
N30057,43.38028717,-1.66877902,300010,24.447001
N30057,43.38015366,-1.66889799,300011,24.464001
N30057,43.37984467,-1.66917396,300012,24.504999
N30057,43.37970734,-1.66929400,300013,24.524000
N30057,43.37959671,-1.66939795,300014,24.538000
N30057,43.37949753,-1.66950500,300015,24.552000
N30057,43.37920761,-1.66986203,300016,24.596001
N30057,43.37890244,-1.67025197,300017,24.642000
N30057,43.37870789,-1.67050600,300018,24.672001
N30057,43.37858200,-1.67066503,300019,24.691000
N30057,43.37845993,-1.67082405,300020,24.709999
N30057,43.37841415,-1.67089605,300021,24.716999
N30057,43.37836838,-1.67097199,300022,24.725000
N30057,43.37833786,-1.67104101,300023,24.732000
N30057,43.37829208,-1.67113602,300024,24.740999
N30057,43.37825775,-1.67123199,300025,24.750000
N30057,43.37821198,-1.67136002,300026,24.761000
N30057,43.37818146,-1.67148101,300027,24.771999
N30057,43.37811661,-1.67171097,300028,24.792000
N30057,43.37806320,-1.67188895,300029,24.806999
N30057,43.37789917,-1.67244601,300030,24.856001
N30057,43.37786865,-1.67256606,300031,24.865999
N30057,43.37783432,-1.67268801,300032,24.877001
N30057,43.37779617,-1.67283106,300033,24.889000
N30057,43.37776184,-1.67295003,300034,24.900000
N30057,43.37773514,-1.67304897,300035,24.908001
N30057,43.37767792,-1.67323506,300036,24.924999
N30057,43.37761307,-1.67344701,300037,24.943001
N30057,43.37756729,-1.67358005,300038,24.955000
N30057,43.37754822,-1.67369699,300039,24.965000
N30057,43.37748718,-1.67384005,300040,24.979000
N30057,43.37741089,-1.67397201,300041,24.992001
N30057,43.37723541,-1.67425799,300042,25.023001
N30057,43.37681961,-1.67492199,300043,25.093000
N30057,43.37668228,-1.67514300,300044,25.117001
N30057,43.37643051,-1.67554295,300045,25.160000
N30057,43.37637711,-1.67566001,300046,25.171000
N30057,43.37633896,-1.67575705,300047,25.180000
N30057,43.37630463,-1.67586899,300048,25.190001
N30057,43.37627029,-1.67598796,300049,25.200001
N30057,43.37621307,-1.67620206,300050,25.218000
N30057,43.37616348,-1.67638505,300051,25.233999
N30057,43.37611389,-1.67661202,300052,25.253000
N30057,43.37606430,-1.67681801,300053,25.271000
N30057,43.37602997,-1.67692995,300054,25.281000
N30057,43.37599182,-1.67703998,300055,25.291000
N30057,43.37591934,-1.67717505,300056,25.305000
N30057,43.37582779,-1.67731094,300057,25.319000
N30057,43.37569046,-1.67750502,300058,25.341000
N30057,43.37564468,-1.67756605,300059,25.349001
N30057,43.37559509,-1.67763305,300060,25.356001
N30057,43.37552643,-1.67773497,300061,25.367001
N30057,43.37545013,-1.67783296,300062,25.379000
N30057,43.37530136,-1.67804098,300063,25.403000
N30057,43.37504196,-1.67838395,300064,25.443001
N30057,43.37499619,-1.67842495,300065,25.448999
N30057,43.37495041,-1.67846501,310002,25.455000
N30057,43.37485123,-1.67858100,310003,25.469000
N30057,43.37469864,-1.67876005,310004,25.492001
N30057,43.37454605,-1.67891896,310005,25.513000
N30057,43.37438965,-1.67907202,310006,25.534000
N30057,43.37404251,-1.67940605,310007,25.580999
N30057,43.37380219,-1.67963398,310008,25.614000
N30057,43.37370300,-1.67973804,310009,25.628000
N30057,43.37362671,-1.67985594,310010,25.641001
N30057,43.37348938,-1.68000102,310011,25.660000
N30057,43.37332535,-1.68015599,310012,25.681999
N30057,43.37316132,-1.68032098,310013,25.705000
N30057,43.37301254,-1.68045902,310014,25.724001
N30057,43.37294388,-1.68053102,310015,25.733999
N30057,43.37271500,-1.68075800,310016,25.766001
N30057,43.37255859,-1.68089497,310017,25.785999
N30057,43.37253189,-1.68091905,310018,25.790001
N30057,43.37251282,-1.68095303,310019,25.792999
N30057,43.37243271,-1.68126404,310020,25.820000
N30057,43.37244797,-1.68130398,310021,25.823999
N30057,43.37246323,-1.68136096,310022,25.829000
N30057,43.37245941,-1.68141103,310023,25.833000
N30057,43.37243271,-1.68145299,310024,25.837000
N30057,43.37239456,-1.68147695,310025,25.841999
N30057,43.37236023,-1.68148696,310026,25.846001
N30057,43.37233353,-1.68148696,310027,25.849001
N30057,43.37230682,-1.68147504,310028,25.851999
N30057,43.37227631,-1.68144596,310029,25.856001
N30057,43.37223816,-1.68138802,310030,25.862000
N30057,43.37192917,-1.68147099,310031,25.896999
N30057,43.37184525,-1.68151295,310032,25.907000
N30057,43.37168121,-1.68163896,310033,25.927999
N30057,43.37157440,-1.68168700,310034,25.941000
N30057,43.37146759,-1.68176496,310035,25.954000
N30057,43.37136459,-1.68184304,310036,25.966999
N30057,43.37119675,-1.68196404,310037,25.988001
N30057,43.37097931,-1.68212295,310038,26.014999
N30057,43.37079239,-1.68226194,310039,26.039000
N30057,43.37070847,-1.68232298,310040,26.049999
N30057,43.37063980,-1.68237197,310041,26.058001
N30057,43.37040710,-1.68254006,310042,26.087000
N30057,43.37017441,-1.68270695,310043,26.117001
N30057,43.37009811,-1.68276405,310044,26.127001
N30057,43.37000275,-1.68283796,310045,26.139000
N30057,43.36980057,-1.68297696,310046,26.164000
N30057,43.36964035,-1.68309700,310047,26.184000
N30057,43.36950302,-1.68321705,310048,26.202000
N30057,43.36939621,-1.68332303,310049,26.216999
N30057,43.36930466,-1.68344295,310050,26.231001
N30057,43.36921310,-1.68357897,310051,26.246000
N30057,43.36913300,-1.68372703,310052,26.261000
N30057,43.36911392,-1.68381405,310053,26.268000
N30057,43.36903763,-1.68399298,310054,26.285000
N30057,43.36896515,-1.68419600,310055,26.302999
N30057,43.36891937,-1.68434095,310056,26.316000
N30057,43.36885452,-1.68454504,310057,26.334000
N30057,43.36882019,-1.68465102,310058,26.344000
N30057,43.36879349,-1.68471801,320002,26.350000
N30057,43.36868286,-1.68502903,320003,26.378000
N30057,43.36859894,-1.68523204,320004,26.396999
N30057,43.36852646,-1.68540394,320005,26.413000
N30057,43.36846542,-1.68551803,320006,26.424000
N30057,43.36840820,-1.68560100,320007,26.434000
N30057,43.36834717,-1.68571806,320008,26.445000
N30057,43.36825943,-1.68586099,320009,26.459999
N30057,43.36816788,-1.68599999,320010,26.476000
N30057,43.36804962,-1.68614101,320011,26.493000
N30057,43.36793137,-1.68626499,320012,26.510000
N30057,43.36766052,-1.68656194,320013,26.548000
N30057,43.36750793,-1.68668795,320014,26.568001
N30057,43.36686325,-1.68699801,320015,26.643999
N30057,43.36667633,-1.68712997,320016,26.667000
N30057,43.36650848,-1.68724000,320017,26.688000
N30057,43.36637497,-1.68734503,320018,26.705000
N30057,43.36623383,-1.68748796,320019,26.724001
N30057,43.36605835,-1.68769801,320020,26.750000
N30057,43.36576462,-1.68808806,320021,26.796000
N30057,43.36553192,-1.68840396,320022,26.832001
N30057,43.36529541,-1.68872297,320023,26.868999
N30057,43.36494064,-1.68919098,320024,26.924000
N30057,43.36465454,-1.68956196,320025,26.968000
N30057,43.36429977,-1.69001698,320026,27.021000
N30057,43.36424255,-1.69014704,320027,27.034000
N30057,43.36411667,-1.69033802,320028,27.055000
N30057,43.36402512,-1.69050205,320029,27.072001
N30057,43.36395264,-1.69065297,320030,27.086000
N30057,43.36386490,-1.69084501,320031,27.104000
N30057,43.36377335,-1.69106698,320032,27.125000
N30057,43.36371231,-1.69122005,320033,27.139000
N30057,43.36365509,-1.69136500,320034,27.153000
N30057,43.36359787,-1.69150400,320035,27.166000
N30057,43.36352921,-1.69163895,320036,27.179001
N30057,43.36345673,-1.69176805,320037,27.191999
N30057,43.36336136,-1.69190705,320038,27.208000
N30057,43.36329651,-1.69199705,320039,27.218000
N30057,43.36326218,-1.69206798,320040,27.225000
N30057,43.36326218,-1.69211304,320041,27.228001
N30057,43.36325836,-1.69216800,320042,27.233000
N30057,43.36325073,-1.69221401,320043,27.237000
N30057,43.36323166,-1.69226098,320044,27.240999
N30057,43.36321640,-1.69230199,320045,27.245001
N30057,43.36317444,-1.69234395,320046,27.250000
N30057,43.36313629,-1.69236898,320047,27.254999
N30057,43.36309433,-1.69237995,320048,27.260000
N30057,43.36304855,-1.69237995,320049,27.264999
N30057,43.36301041,-1.69241202,320050,27.270000
N30057,43.36297226,-1.69245601,320051,27.275999
N30057,43.36294174,-1.69250596,320052,27.281000
N30057,43.36291885,-1.69257498,320053,27.287001
N30057,43.36290741,-1.69264996,320054,27.292999
N30057,43.36289215,-1.69273806,320055,27.301001
N30057,43.36288834,-1.69283605,320056,27.309000
N30057,43.36288834,-1.69292605,320057,27.316000
N30057,43.36288452,-1.69300103,320058,27.322001
N30057,43.36285782,-1.69308400,320059,27.329000
N30057,43.36284256,-1.69322205,320060,27.341000
N30057,43.36281204,-1.69335306,320061,27.351999
N30057,43.36275101,-1.69353497,320062,27.368000
N30057,43.36268997,-1.69369304,320063,27.382999
N30057,43.36261749,-1.69387603,320064,27.400000
N30057,43.36252594,-1.69410896,320065,27.421000
N30057,43.36249161,-1.69418800,320066,27.427999
N30057,43.36241150,-1.69439399,320067,27.447001
N30057,43.36225891,-1.69476795,320068,27.482000
N30057,43.36212540,-1.69510305,320069,27.513000
N30057,43.36205673,-1.69528103,320070,27.528999
N30057,43.36200714,-1.69540000,320071,27.541000
N30057,43.36193085,-1.69559205,320072,27.558001
N30057,43.36186981,-1.69575596,320073,27.573000
N30057,43.36177826,-1.69598603,320074,27.594999
N30057,43.36171722,-1.69615102,320075,27.610001
N30057,43.36167526,-1.69626200,320076,27.620001
N30057,43.36151123,-1.69666803,320077,27.657000
N30057,43.36132431,-1.69715703,320078,27.702000
N30057,43.36122513,-1.69744205,320079,27.728001
N30057,43.36111832,-1.69781101,320080,27.760000
N30057,43.36104965,-1.69809401,320081,27.784000
N30057,43.36104584,-1.69820499,320082,27.792999
N30057,43.36100769,-1.69838405,320083,27.808001
N30057,43.36097717,-1.69854295,320084,27.822001
N30057,43.36095047,-1.69871497,320085,27.836000
N30057,43.36092377,-1.69893396,320086,27.854000
N30057,43.36090088,-1.69917297,320087,27.872999
N30057,43.36088181,-1.69939101,320088,27.891001
N30057,43.36087418,-1.69952905,320089,27.902000
N30057,43.36086655,-1.69962096,330002,27.910000
N30057,43.36086273,-1.69990301,330003,27.933001
N30057,43.36087418,-1.70010900,330004,27.950001
N30057,43.36088562,-1.70038700,330005,27.972000
N30057,43.36090851,-1.70068300,330006,27.996000
N30057,43.36092758,-1.70089400,330007,28.014000
N30057,43.36093521,-1.70097303,330008,28.020000
N30057,43.36095428,-1.70112395,330009,28.032000
N30057,43.36104965,-1.70169103,330010,28.080000
N30057,43.36105347,-1.70182097,330011,28.090000
N30057,43.36110306,-1.70202804,330012,28.108000
N30057,43.36122513,-1.70247996,330013,28.146999
N30057,43.36136246,-1.70301402,330014,28.193001
N30057,43.36141205,-1.70310700,330015,28.202000
N30057,43.36146927,-1.70331204,330016,28.219999
N30057,43.36151886,-1.70349705,330017,28.236000
N30057,43.36162186,-1.70389903,330018,28.271000
N30057,43.36179352,-1.70449400,330019,28.323000
N30057,43.36183167,-1.70467305,330020,28.337999
N30057,43.36186981,-1.70487905,330021,28.355000
N30057,43.36189651,-1.70507205,330022,28.371000
N30057,43.36191177,-1.70523202,330023,28.384001
N30057,43.36191940,-1.70539904,330024,28.398001
N30057,43.36192322,-1.70552194,330025,28.408001
N30057,43.36192703,-1.70565999,330026,28.419001
N30057,43.36192703,-1.70594501,330027,28.441999
N30057,43.36192703,-1.70629299,330028,28.469999
N30057,43.36192703,-1.70655799,330029,28.492001
N30057,43.36190033,-1.70673597,330030,28.506001
N30057,43.36190796,-1.70702803,330031,28.530001
N30057,43.36191177,-1.70786703,330032,28.598000
N30057,43.36191559,-1.70853102,330033,28.652000
N30057,43.36191559,-1.70877504,330034,28.672001
N30057,43.36191940,-1.70898199,330035,28.688000
N30057,43.36191940,-1.70920300,330036,28.705999
N30057,43.36192322,-1.70957899,330037,28.737000
N30057,43.36193085,-1.71063304,330038,28.822001
N30057,43.36193085,-1.71105599,330039,28.857000
N30057,43.36193466,-1.71137297,330040,28.882000
N30057,43.36193466,-1.71181500,330041,28.917999
N30057,43.36193848,-1.71255898,330042,28.979000
N30057,43.36193848,-1.71314394,330043,29.025999
N30057,43.36193848,-1.71392405,330044,29.089001
N30057,43.36193848,-1.71422899,330045,29.114000
N30057,43.36193848,-1.71519101,330046,29.191999
N30057,43.36194229,-1.71553600,330047,29.219999
N30057,43.36194992,-1.71594799,330048,29.253000
N30057,43.36194992,-1.71627700,330049,29.280001
N30057,43.36195374,-1.71681702,330050,29.323999
N30057,43.36195755,-1.71701097,330051,29.340000
N30057,43.36195374,-1.71717894,330052,29.353001
N30057,43.36193848,-1.71735001,330053,29.367001
N30057,43.36190033,-1.71759295,330054,29.386999
N30057,43.36185455,-1.71783602,330055,29.408001
N30057,43.36177826,-1.71817696,330056,29.437000
N30057,43.36174011,-1.71834803,330057,29.451000
N30057,43.36171722,-1.71846402,330058,29.461000
N30057,43.36163712,-1.71882498,330059,29.492001
N30057,43.36150360,-1.71942496,330060,29.542000
N30057,43.36133575,-1.72016001,330061,29.605000
N30057,43.36125183,-1.72055399,330062,29.638000
N30057,43.36109543,-1.72123802,330063,29.695999
N30057,43.36090851,-1.72210002,330064,29.768999
N30057,43.36073685,-1.72289801,330065,29.837000
N30057,43.36067581,-1.72316694,330066,29.858999
N30057,43.36056137,-1.72370100,330067,29.903999
N30057,43.36056519,-1.72379398,330068,29.912001
N30057,43.36046982,-1.72429895,330069,29.954000
N30057,43.36043549,-1.72449696,330070,29.971001
N30057,43.36038208,-1.72476995,330071,29.993999
N30057,43.36034775,-1.72493505,330072,30.007999
N30057,43.36029816,-1.72518003,330073,30.028000
N30057,43.36023712,-1.72543204,330074,30.049999
N30057,43.36016846,-1.72571695,330075,30.073999
N30057,43.36011887,-1.72590995,330076,30.091000
N30057,43.36007690,-1.72606695,330077,30.105000
N30057,43.36003494,-1.72613096,330078,30.111000
N30057,43.35997009,-1.72641206,330079,30.135000
N30057,43.35984039,-1.72699904,330080,30.184999
N30057,43.35971832,-1.72755897,330081,30.232000
N30057,43.35962677,-1.72805595,330082,30.274000
N30057,43.35948181,-1.72869301,330083,30.327999
N30057,43.35938644,-1.72912705,330084,30.365000
N30057,43.35926437,-1.72967601,330085,30.410999
N30057,43.35916138,-1.73013401,330086,30.450001
N30057,43.35902023,-1.73076606,330087,30.504000
N30057,43.35902405,-1.73089695,330088,30.514000
N30057,43.35896301,-1.73120701,330089,30.540001
N30057,43.35890961,-1.73146403,330090,30.562000
N30057,43.35883331,-1.73181105,330091,30.591000
N30057,43.35877609,-1.73207796,330092,30.614000
N30057,43.35871506,-1.73239303,330093,30.639999
N30057,43.35866165,-1.73263800,330094,30.660999
N30057,43.35860825,-1.73286796,330095,30.681000
N30057,43.35854721,-1.73311400,330096,30.702000
N30057,43.35848618,-1.73335302,330097,30.722000
N30057,43.35842133,-1.73355699,330098,30.740999
N30057,43.35835266,-1.73372698,330099,30.756001
N30057,43.35828400,-1.73386204,330100,30.770000
N30057,43.35819626,-1.73401999,330101,30.785999
N30057,43.35807800,-1.73418105,330102,30.804001
N30057,43.35796738,-1.73431301,330103,30.820000
N30057,43.35784531,-1.73444998,330104,30.837999
N30057,43.35773087,-1.73452902,330105,30.851999
N30057,43.35757828,-1.73470700,330106,30.875000
N30057,43.35736465,-1.73496497,330107,30.906000
N30057,43.35713196,-1.73524702,330108,30.941000
N30057,43.35663605,-1.73585796,330109,31.014999
N30057,43.35646439,-1.73606396,330110,31.040001
N30057,43.35633850,-1.73619103,330111,31.058001
N30057,43.35617828,-1.73632896,330112,31.079000
N30057,43.35610580,-1.73638999,330113,31.087999
N30057,43.35599518,-1.73646903,330114,31.101999
N30057,43.35591125,-1.73651898,330115,31.112000
N30057,43.35581207,-1.73657703,330116,31.124001
N30057,43.35563278,-1.73666096,330117,31.145000
N30057,43.35542297,-1.73672998,330118,31.169001
N30057,43.35525131,-1.73676395,330119,31.188000
N30057,43.35500717,-1.73679602,330120,31.216000
N30057,43.35459518,-1.73684597,330121,31.261999
N30057,43.35433578,-1.73687506,330122,31.291000
N30057,43.35401535,-1.73690903,330123,31.326000
N30057,43.35355759,-1.73696101,330124,31.377001
N30057,43.35327911,-1.73699200,330125,31.408001
N30057,43.35310745,-1.73702097,330126,31.427999
N30057,43.35300827,-1.73704696,330127,31.438999
N30057,43.35289764,-1.73710203,330128,31.452000
N30057,43.35279083,-1.73717594,330129,31.465000
N30057,43.35272217,-1.73723197,330130,31.474001
N30057,43.35263062,-1.73732102,330131,31.487000
N30057,43.35253143,-1.73745298,330132,31.502001
N30057,43.35249710,-1.73752701,330133,31.509001
N30057,43.35243988,-1.73762703,330134,31.518999
N30057,43.35237885,-1.73776996,330135,31.533001
N30057,43.35227966,-1.73807096,330136,31.559999
N30057,43.35222244,-1.73828995,330137,31.577999
N30057,43.35218811,-1.73845005,330138,31.591999
N30057,43.35214996,-1.73865294,340003,31.608999
N30057,43.35216904,-1.73866403,340004,31.611000
N30057,43.35219193,-1.73868001,340005,31.614000
N30057,43.35220337,-1.73869705,340006,31.615999
N30057,43.35222244,-1.73872399,340007,31.618999
N30057,43.35223389,-1.73875201,340008,31.622000
N30057,43.35224152,-1.73878598,340009,31.625000
N30057,43.35224533,-1.73882306,340010,31.628000
N30057,43.35223770,-1.73888600,340011,31.632999
N30057,43.35222626,-1.73891497,340012,31.636000
N30057,43.35221100,-1.73894501,340013,31.638000
N30057,43.35219574,-1.73897302,340014,31.642000
N30057,43.35217285,-1.73898804,340015,31.643999
N30057,43.35215378,-1.73900104,340016,31.646999
N30057,43.35212708,-1.73900902,340017,31.650000
N30057,43.35207748,-1.73900604,340018,31.655001
N30057,43.35205460,-1.73899496,340019,31.658001
N30057,43.35203171,-1.73897803,340020,31.660999
N30057,43.35200882,-1.73895395,340021,31.664000
N30057,43.35199738,-1.73892903,340022,31.666000
N30057,43.35198593,-1.73889899,340023,31.669001
N30057,43.35197830,-1.73886800,340024,31.672001
N30057,43.35197449,-1.73885298,340025,31.673000
N30057,43.35189438,-1.73886395,340026,31.681999
N30057,43.35175705,-1.73886096,340027,31.697001
N30057,43.35163879,-1.73882496,340028,31.709999
N30057,43.35151672,-1.73874998,340029,31.725000
N30057,43.35120392,-1.73849905,340030,31.764999
N30057,43.35099792,-1.73833799,340031,31.792000
N30057,43.35087585,-1.73824406,340032,31.808001
N30057,43.35079575,-1.73817694,340033,31.818001
N30057,43.35069656,-1.73815203,340034,31.829000
N30057,43.35062408,-1.73813605,340035,31.837000
N30057,43.35054016,-1.73812997,340036,31.847000
N30057,43.35047913,-1.73814797,340037,31.853001
N30057,43.35040665,-1.73819196,340038,31.862000
N30057,43.35034180,-1.73826003,340039,31.872000
N30057,43.35026932,-1.73836195,340040,31.882999
N30057,43.35021973,-1.73846900,340041,31.893000
N30057,43.35017776,-1.73860204,340042,31.905001
N30057,43.35012436,-1.73871005,340043,31.916000
N30057,43.35004044,-1.73992395,340044,32.014999
N30057,43.34997940,-1.74065804,340045,32.075001
N30057,43.34989166,-1.74160397,340046,32.152000
N30057,43.34969711,-1.74276102,340047,32.248001
N30057,43.34966660,-1.74398398,340048,32.348000
N30057,43.34968567,-1.74454403,340049,32.393002
N30057,43.34968567,-1.74478698,340050,32.412998
N30057,43.34969711,-1.74502695,340051,32.431999
N30057,43.34972382,-1.74526000,340052,32.451000
N30057,43.34975815,-1.74550998,340053,32.472000
N30057,43.34984970,-1.74602604,340054,32.514999
N30057,43.34993362,-1.74646497,340055,32.551998
N30057,43.34998322,-1.74656606,340056,32.562000
N30057,43.35002518,-1.74676800,340057,32.578999
N30057,43.35013962,-1.74727094,340058,32.620998
N30057,43.35017776,-1.74741399,340059,32.633999
N30057,43.35020065,-1.74758804,340060,32.647999
N30057,43.35021210,-1.74772203,340061,32.659000
N30057,43.35020447,-1.74785900,340062,32.669998
N30057,43.35019684,-1.74798703,340063,32.681000
N30057,43.35017014,-1.74810898,340064,32.691002
N30057,43.35013962,-1.74821806,340065,32.700001
N30057,43.35009766,-1.74832702,340066,32.709999
N30057,43.35003662,-1.74843895,340067,32.722000
N30057,43.34997940,-1.74852800,340068,32.730999
N30057,43.34990311,-1.74860704,340069,32.742001
N30057,43.34981537,-1.74868298,340070,32.754002
N30057,43.34970856,-1.74874496,340071,32.766998
N30057,43.34959793,-1.74878597,340072,32.778999
N30057,43.34948349,-1.74881005,340073,32.792000
N30057,43.34933090,-1.74882805,340074,32.808998
N30057,43.34921646,-1.74883997,340075,32.821999
N30057,43.34897232,-1.74886894,340076,32.848999
N30057,43.34852982,-1.74891496,340077,32.897999
N30057,43.34825516,-1.74894404,340078,32.929001
N30057,43.34809113,-1.74896598,340079,32.946999
N30057,43.34794617,-1.74899399,340080,32.964001
N30057,43.34781265,-1.74903595,340081,32.979000
N30057,43.34771347,-1.74908304,340082,32.990002
N30057,43.34763718,-1.74913502,340083,33.000000
N30057,43.34756088,-1.74920499,340084,33.009998
N30057,43.34747696,-1.74927902,340085,33.021000
N30057,43.34740448,-1.74935603,340086,33.030998
N30057,43.34727097,-1.74953604,340087,33.051998
N30057,43.34706116,-1.74982703,340088,33.085999
N30057,43.34685516,-1.75014102,340089,33.119999
N30057,43.34672928,-1.75035703,340090,33.141998
N30057,43.34657669,-1.75063300,340091,33.169998
N30057,43.34641647,-1.75096405,340092,33.202999
N30057,43.34635925,-1.75104904,340093,33.212002
N30057,43.34633255,-1.75110698,340094,33.216999
N30057,43.34629059,-1.75121605,340095,33.227001
N30057,43.34617233,-1.75153506,340096,33.256001
N30057,43.34611893,-1.75172496,340097,33.272999
N30057,43.34609604,-1.75187504,340098,33.285000
N30057,43.34607315,-1.75203598,340099,33.299000
N30057,43.34606934,-1.75218201,340100,33.310001
N30057,43.34607315,-1.75231802,340101,33.321999
N30057,43.34609222,-1.75249898,340102,33.335999
N30057,43.34615326,-1.75305700,340103,33.382000
N30057,43.34621811,-1.75367498,340104,33.432999
N30057,43.34626007,-1.75410998,340105,33.467999
N30057,43.34632492,-1.75473702,340106,33.520000
N30057,43.34637070,-1.75517201,340107,33.556000
N30057,43.34643555,-1.75577295,340108,33.605000
N30057,43.34647751,-1.75622797,340109,33.641998
N30057,43.34654999,-1.75688803,340110,33.695999
N30057,43.34659195,-1.75735795,340111,33.735001
N30057,43.34664154,-1.75782096,340112,33.772999
N30057,43.34668350,-1.75826097,340113,33.808998
N30057,43.34671021,-1.75850201,340114,33.827999
N30057,43.34672546,-1.75863898,340115,33.840000
N30057,43.34674454,-1.75886500,340116,33.858002
N30057,43.34679794,-1.75938499,340117,33.901001
N30057,43.34681320,-1.75951195,340118,33.910999
N30057,43.34683990,-1.75979197,340119,33.933998
N30057,43.34687042,-1.76012802,340120,33.960999
N30057,43.34687805,-1.76023197,340121,33.970001
N30057,43.34690094,-1.76031005,340122,33.977001
N30057,43.34690094,-1.76041901,340123,33.986000
N30057,43.34690094,-1.76044500,340124,33.987999
N30057,43.34689331,-1.76055706,340125,33.997002
N30057,43.34686279,-1.76069903,340126,34.008999
